0.01 -7.00018 5.32907e-15 3.964 0.999987 -0.618668 0.00500006 999.988
0.03 -7.00158 9.86322e-12 3.89223 0.999887 0.000450183 0.0150017 999.888
0.05 -7.00438 3.52121e-10 3.82079 0.999687 2.52515e-06 0.0250078 999.687
0.07 -7.00858 3.70819e-09 3.7497 0.999386 -1.39876e-06 0.0350215 999.387
0.09 -7.01418 2.15083e-08 3.67897 0.998984 1.73107e-07 0.0450458 998.985
0.11 -7.02119 8.74874e-08 3.60863 0.998479 -5.17177e-07 0.055084 998.481
0.13 -7.02961 2.81153e-07 3.5387 0.997872 1.98792e-08 0.0651393 997.874
0.15 -7.03943 7.6379e-07 3.4692 0.997159 -7.73144e-09 0.0752153 997.162
0.17 -7.05067 1.82946e-06 3.40017 0.99634 4.57404e-09 0.0853158 996.345
0.19 -7.06332 3.9733e-06 3.33162 0.995413 -1.69315e-09 0.095445 995.419
0.21 -7.07739 7.97906e-06 3.2636 0.994375 -3.68349e-10 0.105608 994.384
0.23 -7.09289 1.50278e-05 3.19613 0.993224 -4.78733e-10 0.115808 993.236
0.25 -7.10982 2.68288e-05 3.12926 0.991956 -8.76924e-11 0.126053 991.972
0.27 -7.12819 4.57746e-05 3.06301 0.990567 3.33564e-10 0.136349 990.588
0.29 -7.148 7.51193e-05 2.99743 0.989053 -2.64974e-11 0.146703 989.077
0.31 -7.16927 0.000119182 2.93257 0.987409 1.63842e-11 0.157122 987.427
0.33 -7.192 0.000183573 2.86848 0.985628 -1.07884e-11 0.167618 985.62
0.35 -7.21621 0.000275446 2.8052 0.983703 6.7261e-11 0.178198 983.62
0.37 -7.2419 0.000403763 2.7428 0.981626 8.45301e-12 0.188877 981.364
0.39 -7.2691 0.000579593 2.68133 0.979388 -1.99095e-11 0.199665 978.739
0.41 -7.29781 0.000816405 2.62086 0.976978 1.09818e-11 0.210577 975.551
0.43 -7.32807 0.00113039 2.56146 0.974382 8.73657e-12 0.22163 971.474
0.45 -7.35988 0.00154079 2.50321 0.971588 -4.13075e-12 0.232839 965.98
0.47 -7.39327 0.00207018 2.44619 0.968578 3.8482e-12 0.244224 958.238
0.49 -7.42827 0.00274482 2.39048 0.965336 1.73415e-12 0.255803 947.017
0.51 -7.4649 0.00359492 2.33619 0.96184 5.10925e-13 0.267598 930.599
0.53 -7.50321 0.00465488 2.28341 0.95807 -3.37428e-14 0.27963 906.812
0.55 -7.54321 0.00596353 2.23225 0.954 4.85889e-13 0.291921 873.301
0.57 -7.58496 0.00756425 2.18283 0.949604 2.77048e-13 0.304494 828.157
0.59 -7.62848 0.00950505 2.13525 0.944856 5.81646e-13 0.31737 770.814
0.61 -7.67384 0.0118385 2.08966 0.939724 7.63627e-13 0.330572 702.82
0.63 -7.72106 0.0146218 2.04618 0.934179 -2.35399e-13 0.344117 627.84
0.65 -7.77021 0.0179161 2.00496 0.92819 2.25423e-13 0.358023 550.707
0.67 -7.82132 0.0217864 1.96612 0.921727 -7.91153e-13 0.372303 476.035
0.69 -7.87447 0.0263008 1.92982 0.91476 4.09276e-13 0.386965 407.195
0.71 -7.92969 0.0315298 1.8962 0.907263 -1.36668e-13 0.402012 346.012
0.73 -7.98705 0.0375452 1.86541 0.899215 -4.59157e-14 0.417437 293.016
0.75 -8.04659 0.0444192 1.83759 0.890598 -3.36302e-13 0.433229 247.884
