0.01 -5.00013 5.46851e-11 3.96771 0.999987 3.16592e-10 0.00500007 999.988
0.03 -5.00113 1.32846e-08 3.90356 0.999887 -2.02269e-07 0.0150019 999.888
0.05 -5.00313 1.70738e-07 3.84 0.999687 2.39073e-08 0.0250095 999.687
0.07 -5.00613 9.17442e-07 3.77706 0.999386 3.68236e-10 0.035028 999.387
0.09 -5.01013 3.21942e-06 3.71479 0.998983 3.68454e-10 0.0450636 998.985
0.11 -5.01514 8.76742e-06 3.6532 0.998477 -3.07242e-10 0.0551233 998.481
0.13 -5.02116 2.0176e-05 3.59234 0.997866 1.3873e-10 0.0652156 997.872
0.15 -5.02819 4.11764e-05 3.53224 0.997148 8.77021e-11 0.0753495 997.154
0.17 -5.03623 7.68021e-05 3.47295 0.996321 -5.80275e-11 0.0855353 996.315
0.19 -5.04529 0.000133565 3.4145 0.995379 -2.5606e-11 0.0957841 995.33
0.21 -5.05539 0.000219623 3.35693 0.99432 -3.40541e-12 0.106108 994.142
0.23 -5.06652 0.000344931 3.30031 0.993138 3.10746e-12 0.116519 992.638
0.25 -5.0787 0.000521383 3.24467 0.991828 -8.52897e-12 0.127032 990.607
0.27 -5.09193 0.000762938 3.19006 0.990383 1.32849e-12 0.13766 987.668
0.29 -5.10623 0.00108572 3.13655 0.988796 3.98681e-14 0.148419 983.186
0.31 -5.12162 0.00150813 3.08418 0.987058 -1.18416e-12 0.159323 976.146
0.33 -5.1381 0.00205086 3.03302 0.985161 -6.34437e-13 0.170387 965.043
0.35 -5.1557 0.00273701 2.98312 0.983095 -3.49831e-14 0.181628 947.824
0.37 -5.17443 0.00359205 2.93456 0.980849 -1.03587e-12 0.193061 922.019
0.39 -5.19432 0.0046438 2.8874 0.978412 -6.17517e-13 0.204702 885.198
0.41 -5.21538 0.00592245 2.84171 0.975771 -4.64573e-13 0.216564 835.807
0.43 -5.23764 0.00746044 2.79756 0.972914 -5.62106e-13 0.228662 774.133
0.45 -5.26112 0.00929234 2.75502 0.969827 7.57394e-14 0.24101 702.791
0.47 -5.28585 0.0114547 2.71418 0.966498 1.80578e-13 0.253617 626.219
0.49 -5.31186 0.013986 2.67511 0.962912 -3.2222e-13 0.266495 549.376
0.51 -5.33916 0.0169262 2.63789 0.959056 -1.07647e-13 0.279651 476.429
0.53 -5.36779 0.0203165 2.60259 0.954917 -4.02267e-13 0.29309 410.067
0.55 -5.39779 0.0241993 2.5693 0.950482 5.30243e-14 0.306815 351.509
0.57 -5.42917 0.0286175 2.5381 0.94574 7.49067e-14 0.320824 300.886
0.59 -5.46196 0.0336143 2.50906 0.940682 -1.28009e-14 0.335113 257.685
0.61 -5.4962 0.0392327 2.48225 0.935298 -8.19567e-14 0.349675 221.087
0.63 -5.53191 0.0455151 2.45777 0.929583 1.51434e-14 0.364496 190.194
0.65 -5.56911 0.0525029 2.43566 0.923532 -1.04916e-14 0.37956 164.139
0.67 -5.60782 0.0602358 2.416 0.917145 8.70526e-14 0.394846 142.147
0.69 -5.64808 0.0687514 2.39885 0.910424 -2.80109e-14 0.410329 123.549
0.71 -5.6899 0.0780849 2.38427 0.903375 -4.9738e-14 0.425979 107.779
0.73 -5.73328 0.0882683 2.37229 0.896007 -1.17462e-14 0.441763 94.3667
0.75 -5.77825 0.0993302 2.36296 0.888331 7.66054e-15 0.457644 82.9213
0.77 -5.82481 0.111296 2.35632 0.880365 -3.01981e-15 0.473582 73.1213
0.79 -5.87297 0.124185 2.35237 0.872128 -5.06262e-15 0.489535 64.7015
0.81 -5.92272 0.138015 2.35114 0.863643 1.99063e-14 0.505459 57.4429
0.83 -5.97406 0.152798 2.35264 0.854936 -1.16906e-14 0.52131 51.1646
0.85 -6.02698 0.16854 2.35685 0.846034 -2.39586e-14 0.537043 45.7164
0.87 -6.08146 0.185245 2.36376 0.836968 -2.4647e-15 0.552613 40.9738
0.89 -6.13749 0.202911 2.37335 0.82777 7.4718e-15 0.56798 36.8327
0.91 -6.19505 0.22153 2.38559 0.818471 -3.94129e-15 0.583102 33.2062
0.93 -6.2541 0.241094 2.40043 0.809105 3.91909e-15 0.597942 30.0214
0.95 -6.31463 0.261588 2.41783 0.799703 8.65974e-16 0.612467 27.2166
0.97 -6.37659 0.282994 2.43773 0.790297 -9.32587e-16 0.626647 24.7399
0.99 -6.43994 0.305293 2.46007 0.780917 -1.0314e-14 0.640455 22.5473
1.01 -6.50466 0.328459 2.48479 0.771592 -3.44169e-16 0.653871 20.6014
1.03 -6.5707 0.352469 2.51181 0.762348 -4.82947e-15 0.666876 18.87
1.05 -6.63802 0.377293 2.54107 0.753209 -9.88098e-16 0.679458 17.326
1.07 -6.70658 0.402905 2.57248 0.744197 1.39888e-15 0.691607 15.9458
1.09 -6.77633 0.429272 2.60597 0.735331 1.92069e-15 0.703317 14.7092
1.11 -6.84723 0.456365 2.64146 0.726628 1.14686e-14 0.714587 13.5989
1.13 -6.91923 0.484152 2.67887 0.718102 -5.05151e-15 0.725417 12.5997
1.15 -6.9923 0.512603 2.71812 0.709765 -5.81202e-15 0.735811 11.6987
1.17 -7.06638 0.541685 2.75913 0.701627 -6.66134e-16 0.745776 10.8845
1.19 -7.14144 0.571368 2.78416 0.693693 -1.2268e-15 0.755319 10.1472
1.21 -7.21743 0.601623 2.80176 0.685971 1.11022e-15 0.764451 9.47823
1.23 -7.29432 0.632419 2.82022 0.678463 3.84692e-15 0.773182 8.87005
1.25 -7.37206 0.663727 2.83951 0.671172 1.9984e-16 0.781526 8.31607
1.27 -7.45061 0.695521 2.85959 0.664097 -2.83107e-16 0.789495 7.8105
1.29 -7.52994 0.727774 2.88042 0.657239 7.10543e-16 0.797103 7.34827
1.31 -7.61002 0.760459 2.90196 0.650595 1.67089e-15 0.804365 6.92488
1.33 -7.6908 0.793553 2.92419 0.644163 2.04281e-15 0.811294 6.53639
1.35 -7.77227 0.827032 2.94707 0.637939 3.66374e-16 0.817905 6.17929
1.37 -7.85438 0.860874 2.97057 0.631919 -6.43929e-16 0.824212 5.85048
